words,count_2005,count_2006,count_2007,count_2008,count_2009,count_2010,count_2011,count_2012,count_2013,count_2014,count_2015,count_2016
hierachical,,,1.0,,,,,,,,,
parasites,,,1.0,,,,,,,,,
elapsed,,,1.0,,,,,,,,,
theories,,,1.0,,,,,,,,,
densities,,,1.0,,,,,1.0,,,1.0,
exemplar-based,,,1.0,,,,,,,,,
2-d,,,1.0,,,,,,,,,
topmoumoute,,,1.0,,,,,,,,,
ranked,,,1.0,,1.0,,,1.0,,,,
quadruped,,,1.0,,,,,,,,,
simulated,,,1.0,,,,,1.0,,,,
annealing,,,1.0,,,,1.0,,1.0,,,
rigorous,,,1.0,,,,,,,,,
finite-time,,,1.0,,,,,,,,1.0,
guarantees,,,1.0,1.0,,,1.0,,,,5.0,2.0
net,,,1.0,,,,,,,,,1.0
side,,,1.0,,,1.0,,,1.0,1.0,2.0,1.0
bandits,,,1.0,3.0,,1.0,6.0,1.0,6.0,4.0,12.0,11.0
multi-armed,,,1.0,1.0,,,1.0,1.0,3.0,1.0,1.0,3.0
epoch-greedy,,,1.0,,,,,,,,,
discrimination,,,1.0,1.0,,,1.0,1.0,,,,
velocity,,,1.0,1.0,,,,,,,,
tuning,,,1.0,2.0,,,,1.0,2.0,,,
position/phase-shift,,,1.0,,,,,,,,,
extending,,,1.0,,1.0,,,,,,1.0,
objectives,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0
adversarial,,,1.0,,,,,,,3.0,3.0,10.0
against,,,1.0,,,1.0,,,1.0,,1.0,1.0
locomotion,,,1.0,,,,,,,,,
expression,,,1.0,1.0,,1.0,1.0,,,,,
regulator,,,1.0,,,,,,,,,
center-surround,,,1.0,,,,,,,,,
horizontal,,,1.0,,,,,,,,,
connections,,,1.0,,,,,1.0,1.0,1.0,2.0,1.0
non-linear,,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0
sculpting,,,1.0,,,,,,,,,
dependence,,,1.0,3.0,,,,,1.0,,,
weakly-interacting,,,1.0,,,,,,,,,
discovering,,,1.0,,,,,,1.0,2.0,,
deadlines,,,1.0,,,,,,,,,
word-learning,,,1.0,,,,,,,,,
cross-situational,,,1.0,,,,,,,,,
owls,,,1.0,,,,,,,,,
barn,,,1.0,1.0,,,,,,,,
single-trial,,,1.0,1.0,,,,,,,,
configurable,,,1.0,,,,,,,,,
self-regulating,,,1.0,,,,,,,,,
plastic,,,1.0,,,,,,,,,
independence,,,1.0,1.0,1.0,,,,1.0,,,1.0
rare,,,1.0,,,,,,,,,
nearest-neighbor-based,,,1.0,,,,,,,,,
no,,,1.0,1.0,1.0,,,1.0,,2.0,1.0,1.0
change-points,,,1.0,,,1.0,,,,,,
homogeneity,,,1.0,,,,,,,,,
mode,,,1.0,1.0,,,,,1.0,2.0,,1.0
test,,,1.0,,1.0,,2.0,1.0,2.0,,,
handwriting,,,1.0,1.0,,,,,,,,
unconstrained,,,1.0,,,,,1.0,1.0,,,1.0
posterior,,,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,3.0
expectation,,,1.0,1.0,,,1.0,2.0,2.0,2.0,3.0,1.0
adds,,,1.0,,,,,,,,,
competition,,,1.0,,,,,,,,,
lp-relaxations,,,1.0,,,,,,,,,
convergent,,,1.0,1.0,1.0,,2.0,1.0,,,1.0,2.0
orientation,,,,3.0,1.0,2.0,,,,,,
now,,,,2.0,,,,,,,,
use,,,,2.0,1.0,,,1.0,1.0,,,
code,,,,2.0,,,1.0,1.0,,,,
categorization,,,,2.0,2.0,,1.0,1.0,,,1.0,1.0
infinitely,,,,2.0,,,,,,,,
multi-level,,,,2.0,,,,,1.0,,,
sorting,,,,2.0,,,,,,,,2.0
behaviour,,,,2.0,,,,,,,,
grouping,,,,2.0,,,,,,,,1.0
transition,,,,2.0,,,1.0,,1.0,,,
truncated,,,,2.0,,,,,,,,2.0
co-clustering,,,,2.0,,,,,,,,1.0
bci,,,,2.0,1.0,,,1.0,,,,
short-term,,,,2.0,,1.0,1.0,,,1.0,,
boltzmann,,,,2.0,,3.0,2.0,3.0,2.0,1.0,1.0,1.0
restricted,,,,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0
relative,,,,2.0,,,1.0,1.0,1.0,,1.0,
coalescent,,,,2.0,,,,1.0,1.0,,,
template,,,,2.0,,,,1.0,1.0,,,
prefrontal,,,,2.0,,,,,,,,
working,,,,2.0,,,,1.0,,,,
characterizing,,,,2.0,,,,,,,,
matrix-generation,,,,1.0,,,,,,,,
non-stationary,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0
mondrian,,,,1.0,,,,,,1.0,,
betweenness,,,,1.0,,,,,,,,
signal-to-noise,,,,1.0,,,,,,,,
sense,,,,1.0,,,,,,,,
polysemous,,,,1.0,,,,,,,,
words,,,,1.0,,1.0,,,1.0,,,
versus,,,,1.0,,,,2.0,1.0,,,1.0
short,,,,1.0,,,,,1.0,,,1.0
cognitive,,,,1.0,,,,,1.0,3.0,,
trajectory,,,,1.0,,1.0,,1.0,3.0,1.0,,1.0
helps,,,,1.0,,,,,,,,
doesn't,,,,1.0,,,,,,,,
convolved,,,,1.0,,,,,,,,
describe,,,,1.0,,,,,,,,
conjoint,,,,1.0,,,,,,,,
rbms,,,,1.0,,,,,1.0,,,1.0
psdboost,,,,1.0,,,,,,,,
positive,,,,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,
regime,,,,1.0,,,,,,,,
reliability,,,,1.0,,,1.0,,,1.0,1.0,1.0
gap,,,,1.0,,,,,,1.0,2.0,1.0
kernel-arma,,,,1.0,,,,,,,,
mind,,,,1.0,,,,,,1.0,1.0,
hand,,,,1.0,,,,,,,,
sequences,,,,1.0,,,,1.0,2.0,,,2.0
l_1-regularized,,,,1.0,,,,,,,,
imaging,,,,1.0,,,,,1.0,1.0,,2.0
resonance,,,,1.0,1.0,,,,,,,
magnetic,,,,1.0,1.0,,,,,,,
genomic,,,,1.0,,,,,,,,
brain-machine,,,,1.0,,,1.0,,,,,
reservoir,,,,1.0,,,,1.0,1.0,,,
order-chaos,,,,1.0,,,,,,,,
ising,,,,1.0,,,,,1.0,2.0,,2.0
mle,,,,1.0,,,,,,,,
multi-output,,,,1.0,,,,,,,,
advantage,,,,1.0,,,,,,,,
calibrated,,,,1.0,,,,3.0,1.0,,1.0,
surrogates,,,,1.0,,,,,1.0,,,
multi-resolution,,,,1.0,,,,,,1.0,1.0,
union,,,,1.0,,,,,,,,1.0
asynchronous,,,,1.0,,,,,,2.0,3.0,4.0
investigating,,,,1.0,,,,,,,,
decisions,,,,1.0,,,,,,,1.0,
transitions,,,,1.0,1.0,2.0,,,1.0,,,
cues,,,,1.0,,,,,,,,
conflicting,,,,1.0,,,,,,,,
exploring,,,,1.0,1.0,,,,,,1.0,1.0
differentiable,,,,1.0,,,,1.0,,,,
near-minimax,,,,1.0,,,,,,,,
evolution,,,,1.0,,,,,,,,
non-homogeneous,,,,1.0,,1.0,,,,,,
voted,,,,1.0,,,,,,,,
macaque,,,,1.0,,,,,1.0,,,
effect,,,,1.0,1.0,1.0,,,,,,
sums,,,,1.0,,,,,,,,1.0
kitchen,,,,1.0,,,,,,,,
sinks,,,,1.0,,,,,,,,
replacing,,,,1.0,1.0,,,,,,,
randomization,,,,1.0,,,,,,,,
global,,,,1.0,1.0,4.0,3.0,,2.0,3.0,2.0,5.0
inhibitory,,,,1.0,,1.0,,,,,,
assemblies,,,,1.0,,,,,,,,
cell,,,,1.0,,,1.0,,,,,1.0
discount,,,,1.0,,,,,,,,
lower,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0
biasing,,,,1.0,,,,,,,,
blankets,,,,1.0,,,,,,,,
causes,,,,1.0,1.0,1.0,1.0,,,,1.0,
hypercube,,,,1.0,,,,,,,,
divisive,,,,1.0,,1.0,1.0,,,,,
weakly-related,,,,1.0,,,,,,,,
synapse,,,,1.0,,,,,,,,
level,,,,1.0,,1.0,1.0,,1.0,,,
metagraph,,,,1.0,,,,,,,,
bipartite,,,,1.0,,1.0,1.0,2.0,1.0,,2.0,
inductive,,,,1.0,,1.0,1.0,,,,,
informative,,,,1.0,,1.0,,,1.0,,,
superstition,,,,1.0,,,,,,,,
gaussian-process,,,,1.0,1.0,,,,,,,
reproduction,,,,1.0,,,,,,,,
serial,,,,1.0,,,,,,,,
transmission,,,,1.0,,,,,,,,
affect,,,,1.0,,,,,,,,
hashing,,,,1.0,,2.0,1.0,4.0,2.0,1.0,,3.0
mas,,,,1.0,,,,,,,,
multiplicative,,,,1.0,,,,2.0,,2.0,1.0,1.0
scheme,,,,1.0,,,,1.0,,,,
excitation,,,,1.0,1.0,,,,,,,
inhibition,,,,1.0,,,1.0,,1.0,,,
location,,,,1.0,,,,,,,,
sampler,,,,1.0,,,,1.0,,,1.0,
localized,,,,1.0,,,,1.0,,1.0,,1.0
sliced,,,,1.0,,,,,,,,
biases,,,,1.0,1.0,,,,,,1.0,
low-dimensional,,,,1.0,,,,,1.0,1.0,,
cyclizing,,,,1.0,,,,,,,,
zeta,,,,1.0,1.0,,,,,1.0,,
longitudinal,,,,1.0,,,1.0,1.0,,,1.0,
silverman,,,,1.0,,,,,,,,
g-prior,,,,1.0,,,,,,,,
templates,,,,1.0,,,,,,1.0,,
2d,,,,1.0,,,,,,,,
correlation,,,,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0
multi-agent,,,,1.0,,,,1.0,2.0,1.0,,1.0
beliefs,,,,1.0,,,,,,,,
forward-backward,,,,1.0,1.0,,,1.0,,,,1.0
multi-stage,,,,1.0,,1.0,,1.0,,,,
non-iid,,,,1.0,,,,,,,,
disagree,,,,1.0,,,,,,,,
epsilon-insensitive,,,,1.0,,,,,,,,
submodular,,,,1.0,1.0,2.0,5.0,2.0,7.0,7.0,7.0,11.0
membership,,,,1.0,,,,,1.0,,,
pitman-yor,,,,1.0,,,,,,,,
symbolic,,,,1.0,,1.0,,1.0,1.0,,,
o(n),,,,1.0,,,,,,,,
simple,,,,1.0,,,,1.0,3.0,1.0,1.0,3.0
blockmodels,,,,1.0,,,,,,,1.0,
breaking,,,,1.0,1.0,1.0,,,,,1.0,1.0
nonrigid,,,,1.0,,,,,,,,
selectivity,,,,1.0,,1.0,,,,,,
redundancy,,,,1.0,,,,1.0,,,,
manifold-based,,,,1.0,,,,,1.0,,,
partitions,,,,1.0,,1.0,,,,1.0,,1.0
lp,,,,1.0,1.0,,,1.0,2.0,,,
audio,,,,1.0,1.0,,,1.0,,,,
incongruent,,,,1.0,,,,,,,,
dopaminergic,,,,1.0,,,,,,,,
comparisons,,,,1.0,,,1.0,1.0,,,,1.0
useful,,,,1.0,,,,,,1.0,,
annotations,,,,1.0,,,,,,,,
diffeomorphic,,,,1.0,,,,,,,,
part,,,,1.0,,,,,,,,
scores,,,,1.0,,,,,,,,2.0
many-armed,,,,1.0,,,,,,,,
taxonomy,,,,1.0,,,,,,,,
document,,,,1.0,,,,1.0,,,,
reconciling,,,,1.0,,,,,1.0,,,
novelty,,,,1.0,,,,,,,,
captchas,,,,1.0,,,,,,,,
bigram,,,,1.0,,,,,,,,
lsa,,,,1.0,,,,,,,,
playing,,,,1.0,,,,,,,,
pinball,,,,1.0,,,,,,,,
non-invasive,,,,1.0,,,,,,,,
bounding,,,,1.0,,,,,,,2.0,
mdp,,,,1.0,,,,,,1.0,,
homomorphisms,,,,1.0,,,,,,,,
structures,,,,1.0,,2.0,,1.0,2.0,1.0,,1.0
overlapping,,,,1.0,,1.0,1.0,1.0,3.0,,,1.0
shaping,,,,1.0,,,1.0,,1.0,1.0,,
axioms,,,,1.0,,,,,,,,
mortal,,,,1.0,,,,,,,,
grassmann,,,,1.0,,,,1.0,,,,
change-point,,,,1.0,,,1.0,,,,1.0,
expansions,,,,1.0,,1.0,,,,1.0,,
hybrid,,,,1.0,,,1.0,,,,2.0,
robot,,,,1.0,,,,,,,,
annotation,,,,1.0,3.0,,1.0,,,,,
shape-based,,,,1.0,,,,,,,,
descriptive,,,,1.0,,,,,,,,
components,,,,1.0,1.0,,,1.0,2.0,,,2.0
overlaying,,,,1.0,,,,,,,,
libraries,,,,1.0,,,,,,,,
aware,,,,1.0,,,1.0,1.0,,,,
unifying,,,,1.0,,,2.0,2.0,1.0,,1.0,2.0
explained,,,,1.0,1.0,,,,,,,
presence,,,,1.0,,,,,,,,1.0
cascaded,,,,1.0,,1.0,,,,,,
holistic,,,,1.0,,1.0,,,,,,
psychiatry,,,,1.0,,,,,,,,
increments,,,,1.0,,,,1.0,,,,
l1-regularized,,,,1.0,,,,,,1.0,,
cumulative,,,,1.0,,2.0,,,,,,
interior-point,,,,1.0,,,,,,,,
bio-inspired,,,,1.0,,,,,,,,1.0
transform,,,,1.0,,1.0,,,1.0,,1.0,
realignment,,,,1.0,,,,,,,,
owl,,,,1.0,,,,,,,,
type,,,,1.0,,,,,,,,
conditions,,,,1.0,1.0,1.0,1.0,,,,,
diameter,,,,1.0,,,,,,,,
error-correcting,,,,1.0,,,,,,,,
delta,,,,1.0,,,,,,,,
speller,,,,1.0,,,,,,,,
quic-svd,,,,1.0,,,,,,,,
svd,,,,1.0,,,,,,,1.0,1.0
cosine,,,,1.0,,,,,,,,1.0
practical,,,,1.0,,1.0,1.0,2.0,,,2.0,1.0
normal,,,,1.0,,,,,,,,1.0
limits,,,,1.0,,,1.0,,,3.0,,2.0
geometry,,,,1.0,1.0,1.0,,,,,,1.0
metal,,,,1.0,,,,,,,,
sites,,,,1.0,,,,,,,,
implementation,,,,1.0,2.0,2.0,,1.0,,,,
characteristic,,,,1.0,,,,,,,,
groups,,,,1.0,,1.0,,,,,,
semigroups,,,,1.0,,,,,,,,
critic,,,,1.0,,,,,,,,
resolution,,,,1.0,1.0,,,,,,,2.0
look,,,,1.0,,,,,,,,
upper,,,,1.0,,,,,1.0,,,
log-partition,,,,1.0,,,,,,,,
treewidth,,,,1.0,,,,,,1.0,1.0,
interpreting,,,,1.0,,,,1.0,,,,
ma,,,,1.0,,,,,,,,
hands,,,,1.0,,,,,,,,
formal,,,,1.0,,,,,,,,
concept,,,,1.0,,2.0,,,2.0,1.0,,
smooth,,,,1.0,4.0,,,,3.0,,3.0,1.0
stimuli,,,,1.0,,,,,,1.0,,
actor,,,,1.0,,,,,,,,
offline,,,,1.0,,,1.0,,1.0,1.0,,
translated,,,,1.0,,,,,,,,
reject,,,,1.0,,,,,,,,
option,,,,1.0,,,,,1.0,1.0,,
parallel,,,,1.0,2.0,,2.0,1.0,3.0,7.0,6.0,4.0
confidence-weighted,,,,1.0,,,,,,,,
multidimensional,,,,1.0,,1.0,,,,1.0,1.0,
filter-based,,,,1.0,,,,,,,,
connectivity,,,,1.0,2.0,2.0,,,,2.0,,3.0
digital,,,,1.0,,,,,,,,
massively,,,,1.0,,,,,,,,
attractor,,,,1.0,,1.0,,,1.0,1.0,1.0,
homotopy,,,,1.0,,,,,,,,1.0
cutoff-averaging,,,,1.0,,,,,,,,
load,,,,1.0,,,,1.0,,,,
indexing,,,,1.0,1.0,,,,,,,
adapting,,,,1.0,1.0,,,1.0,,,,
market-making,,,,1.0,,,,,,,,
shock,,,,1.0,,,,,,,,
self-organization,,,,1.0,,,,,,,,
market,,,,1.0,,,,,1.0,,2.0,
insights,,,,1.0,,,,,,1.0,,
olfactory,,,,1.0,,,,,,1.0,,
conditioning,,,,1.0,,,,,,,,1.0
along,,,,1.0,,,,,,,,
parametric,,,,1.0,2.0,1.0,,2.0,3.0,,1.0,2.0
submanifolds,,,,1.0,,,,,,,,
sketch,,,,1.0,1.0,,,,,,,
all,,,,1.0,,,,,1.0,,1.0,
synchronous,,,,1.0,,,,,1.0,,,
martingale,,,,1.0,,,,,,,,
taxonomies,,,,1.0,,,,1.0,1.0,1.0,,
children,,,,1.0,,,,,,,,
constrain,,,,1.0,,,,,,,,
optimally,,,,1.0,,,,,,,,
goal-directed,,,,1.0,,,,,,,,
multiscale,,,,1.0,1.0,,,,1.0,1.0,,1.0
making,,,,1.0,,2.0,,2.0,1.0,1.0,4.0,4.0
shift-invariant,,,,1.0,1.0,,,,,,,
semi-nmf,,,,1.0,,,,,,,,
multipole,,,,1.0,,,,,,,,
sentence,,,,1.0,,,,,,1.0,,
designing,,,,1.0,,,,,,,,1.0
trace,,,,1.0,,1.0,3.0,,1.0,,1.0,
into,,,,1.0,,,,,1.0,,,
noradrenaline,,,,1.0,,,,,,,,
outliers,,,,1.0,,,,,,,1.0,
savageboost,,,,1.0,,,,,,,,
near-isometric,,,,1.0,,,,,,,,
copula,,,,1.0,,2.0,,,,,1.0,
non-deterministic,,,,1.0,,,,,,,,
gates,,,,1.0,,,,,,,,
rademacher,,,,1.0,1.0,1.0,2.0,,1.0,,,1.0
probability,,,,1.0,1.0,1.0,,4.0,4.0,,4.0,1.0
summation,,,,1.0,,,,,,,,
artificial,,,,1.0,,,,,,,,
robustness,,,,1.0,,,,1.0,,1.0,,5.0
bootstrapping,,,,1.0,1.0,1.0,,,,,,
gaussianization,,,,1.0,,,,,,,,
targeted,,,,1.0,,,,,,,,
mouse,,,,1.0,,,,,,,,
deflation,,,,1.0,,,,,,,,
construction,,,,1.0,1.0,3.0,,,,,,1.0
dictionary,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0
disclda,,,,1.0,,,,,,,,
moves,,,,1.0,,,,,,1.0,,
inexact,,,,1.0,,,1.0,1.0,,,,1.0
string,,,,1.0,,,,,,,,
why,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,
recent,,,,1.0,,,,,,,,1.0
matters,,,,1.0,,1.0,,,,,,1.0
equations,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0
ability,,,,1.0,,,,,,,,
strongly,,,,1.0,,,,,,,,1.0
accelerating,,,,1.0,1.0,,,1.0,1.0,,,2.0
movies,,,,1.0,,,,,,,,
non-stationarity,,,,1.0,,,,,,,,
outlier,,,,1.0,,1.0,,,1.0,1.0,,
initiation,,,,1.0,,,,,,,,
convolutional,,,,1.0,1.0,2.0,,1.0,2.0,8.0,12.0,14.0
clustered,,,,1.0,1.0,,1.0,,,1.0,,
vectors,,,,1.0,2.0,,,,1.0,1.0,2.0,
normative,,,,1.0,1.0,,,,,,1.0,
continuously-adaptive,,,,1.0,,,,,,,,
discretization,,,,1.0,,,,,,,,
message-passing,,,,1.0,,1.0,1.0,,1.0,,,
formulation,,,,1.0,1.0,,,1.0,,,,
invariants,,,,1.0,,,,,,,,
counting,,,,1.0,,,,,,,,
two-sample,,,,1.0,2.0,,1.0,1.0,1.0,,1.0,
varying,,,,1.0,,,,,,,,
spatially,,,,1.0,,,,,,,,
lp-based,,,,1.0,,,,,,,,
stabilities,,,,1.0,,,,,,,,
coloring,,,,1.0,,,,,,,,
indel,,,,1.0,,,,,,,,
phylogenetic,,,,1.0,,,,,,,,
recombinant,,,,1.0,,,,,,,,
asymptotic,,,,1.0,1.0,2.0,,,1.0,,1.0,1.0
x-armed,,,,1.0,,,,,,,,
transformational,,,,1.0,,,,,,,,
poisson,,,,1.0,,2.0,,,1.0,3.0,4.0,1.0
hmm,,,,1.0,,1.0,,,,,,
observer,,,,1.0,,,1.0,,,,,
infant,,,,1.0,,,,,,,,
l_2,,,,1.0,,,,,,,,
robotics,,,,1.0,,,,,,,,
mcboost,,,,1.0,,,,,,,,
escape,,,,1.0,,,,,,,,
embeddings,,,,,4.0,,3.0,1.0,3.0,2.0,6.0,5.0
multi-class,,,,,4.0,2.0,1.0,,,1.0,2.0,1.0
output,,,,,3.0,,1.0,2.0,,2.0,2.0,1.0
free,,,,,3.0,,1.0,,,,1.0,2.0
slow,,,,,3.0,,,,,,,
extensive,,,,,2.0,,1.0,,,,,
mechanism,,,,,2.0,,1.0,1.0,,1.0,,2.0
orthogonal,,,,,2.0,,3.0,,,2.0,1.0,2.0
arbitrary,,,,,2.0,,1.0,2.0,1.0,1.0,2.0,
count,,,,,2.0,1.0,,,1.0,,1.0,1.0
program,,,,,2.0,,,,,1.0,1.0,2.0
spacing,,,,,2.0,,,,,,,
label,,,,,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0
bases,,,,,2.0,,,,,,,
completion,,,,,2.0,1.0,3.0,4.0,6.0,5.0,4.0,7.0
integer,,,,,2.0,,,,,1.0,1.0,
smoothness,,,,,2.0,1.0,1.0,,1.0,1.0,3.0,1.0
acquisition,,,,,2.0,,,,,,,1.0
curves,,,,,2.0,1.0,,2.0,,,1.0,1.0
decomposable,,,,,2.0,1.0,,,,1.0,,
partial,,,,,2.0,1.0,,3.0,2.0,3.0,1.0,4.0
interactions,,,,,2.0,,1.0,,1.0,,,1.0
streaming,,,,,2.0,,,,4.0,2.0,2.0,1.0
coordinate,,,,,1.0,,1.0,2.0,2.0,4.0,3.0,1.0
speed,,,,,1.0,,,1.0,1.0,,,
meaning,,,,,1.0,,,,,,,
projection,,,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,
property,,,,,1.0,,,,,1.0,1.0,
tempered,,,,,1.0,,,,,,,
retaining,,,,,1.0,,,,,,,
study,,,,,1.0,,,1.0,,,,
families,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,
'tree-dependent,,,,,1.0,,,,,,,
duol,,,,,1.0,,,,,,,
rank-approximate,,,,,1.0,,,,,,,
double,,,,,1.0,1.0,,,,1.0,1.0,1.0
linear-time,,,,,1.0,,,,,,,
recording,,,,,1.0,,,,,,,
locality-sensitive,,,,,1.0,,,1.0,,,,
spatio-spectral,,,,,1.0,,,,,,,
senses,,,,,1.0,,,,,,,
uncovers,,,,,1.0,,,,,,,
multi-step,,,,,1.0,,,,,1.0,,2.0
abstract,,,,,1.0,,,1.0,,,,
composites,,,,,1.0,,,,,,,
dyna,,,,,1.0,,,,,,,
segmenting,,,,,1.0,,,,,,,
hypergraph,,,,,1.0,,,,,,1.0,
components',,,,,1.0,,,,,,,
evaluation,,,,,1.0,2.0,1.0,,1.0,1.0,2.0,
difficult,,,,,1.0,,,,,,,
high-order,,,,,1.0,,,2.0,,,1.0,1.0
minimax,,,,,1.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0
heavy-tailed,,,,,1.0,1.0,1.0,,,,,1.0
gamma,,,,,1.0,,,,1.0,,1.0,
normalized,,,,,1.0,,,2.0,,1.0,1.0,1.0
results,,,,,1.0,1.0,2.0,,,1.0,,2.0
limit,,,,,1.0,,,,,,1.0,
replica,,,,,1.0,,,,,,,1.0
unlabelled,,,,,1.0,,,,,,,
strokes,,,,,1.0,,,,,,,
neighboring,,,,,1.0,,,,,,,
warping,,,,,1.0,,,,,,,1.0
thresholding,,,,,1.0,,,1.0,,2.0,1.0,2.0
procedures,,,,,1.0,1.0,,,,,,
insufficient,,,,,1.0,,,,,,,
coefficients,,,,,1.0,,,,,,,1.0
submanifold,,,,,1.0,,,,,,,
detect,,,,,1.0,,,,,,,
enables,,,,,1.0,,,1.0,,,,
texture,,,,,1.0,,,,,,1.0,
regularizers,,,,,1.0,,,,,,,
m-estimators,,,,,1.0,,1.0,,2.0,1.0,,
multi-domain,,,,,1.0,,,,,,,
non-poisson,,,,,1.0,,,1.0,,,,
assessment,,,,,1.0,,,,,,,
time-rescaling,,,,,1.0,,,,,,,
learners,,,,,1.0,,,,1.0,1.0,,2.0
vivo,,,,,1.0,,,,,,,
neighbour,,,,,1.0,,,,,,,
thy,,,,,1.0,,,,,,,
know,,,,,1.0,,,,,,,
moments-based,,,,,1.0,,,,,,,
permutation,,,,,1.0,1.0,,1.0,3.0,2.0,,
continuous-time,,,,,1.0,,2.0,2.0,1.0,,2.0,1.0
trajectories,,,,,1.0,1.0,,,,,2.0,2.0
canonical,,,,,1.0,,,1.0,,1.0,,1.0
zero-shot,,,,,1.0,,,,1.0,1.0,,
semidefinitenquadraticnlinear,,,,,1.0,,,,,,,
replicated,,,,,1.0,,,,,,,
softmax,,,,,1.0,1.0,,,,,,1.0
more,,,,,1.0,3.0,2.0,,2.0,,2.0,1.0
acyclic,,,,,1.0,,,,,,1.0,1.0
weakly,,,,,1.0,,,,,1.0,,2.0
should,,,,,1.0,,,,,,,
whose,,,,,1.0,,,,,,,
grafting,,,,,1.0,,,,,,,
compositionality,,,,,1.0,,,,1.0,1.0,,1.0
maximin,,,,,1.0,,,,,,,
queries,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
labels,,,,,1.0,,,1.0,2.0,1.0,,2.0
labelers,,,,,1.0,,,,,,1.0,1.0
crowds,,,,,1.0,1.0,,1.0,,,1.0,
recollection,,,,,1.0,,1.0,,,,,
assignments,,,,,1.0,,,,,,,
intent,,,,,1.0,,,,,,,
expertise,,,,,1.0,,,,,,,
help,,,,,1.0,,,1.0,,,,
hinder,,,,,1.0,,,,,,,
truncation,,,,,1.0,,,,,,,
decoupling,,,,,1.0,,,,,,,
matter,,,,,1.0,,,,,,,
malicious,,,,,1.0,,1.0,,,,,
at,,,,,1.0,1.0,,1.0,,,1.0,3.0
explaining,,,,,1.0,,,,,,,
lda,,,,,1.0,1.0,,1.0,,,2.0,
resource-constrained,,,,,1.0,,,,,,,
rethinking,,,,,1.0,,,,,,1.0,
student-t,,,,,1.0,,,,,,,
goal,,,,,1.0,,,,,,,
sufficient,,,,,1.0,1.0,,1.0,,,,
ndcg,,,,,1.0,,,,,,,
learnable,,,,,1.0,,,,,,,1.0
restaurant,,,,,1.0,,1.0,,,,,
measure,,,,,1.0,,2.0,3.0,,1.0,2.0,
pointwise,,,,,1.0,,,1.0,,,,1.0
mutual,,,,,1.0,1.0,,1.0,,,1.0,2.0
laplace,,,,,1.0,,,1.0,,,,
chinese,,,,,1.0,,1.0,,,,,1.0
reflect,,,,,1.0,,,,,,,
wisdom,,,,,1.0,1.0,,1.0,,,,
environmental,,,,,1.0,,1.0,,,,,
fault,,,,,1.0,,,,,,,
units,,,,,1.0,1.0,1.0,,,,,
graphics,,,,,1.0,,,,1.0,,1.0,1.0
subtree,,,,,1.0,,,,,,,
nearest-neighbor,,,,,1.0,1.0,,,,,,1.0
existing,,,,,1.0,,,,,,,
multi-slice,,,,,1.0,,,,,,,
linearly,,,,,1.0,,,,,,,1.0
corpora,,,,,1.0,,,,,,,
speeding,,,,,1.0,,,,1.0,,,
dirichlet-bernoulli,,,,,1.0,,,,,,,
eigenfunction,,,,,1.0,,,,,,,
occlusion,,,,,1.0,1.0,,,,,,
rkhs,,,,,1.0,,,,,,,
concave-convex,,,,,1.0,,,,,,,
procedure,,,,,1.0,,1.0,,1.0,1.0,,
likelihoods,,,,,1.0,,,1.0,,,1.0,
affects,,,,,1.0,,,,,,,
potential,,,,,1.0,,,,,,,1.0
regularities,,,,,1.0,,,,,,,1.0
non-factorial,,,,,1.0,,,,,,,
l_p-nested,,,,,1.0,,,,,,,
top-k,,,,,1.0,,,,,,2.0,
classifiability,,,,,1.0,,,,,,,
low-rank,,,,,1.0,1.0,4.0,1.0,7.0,6.0,2.0,2.0
time-varying,,,,,1.0,1.0,1.0,,1.0,3.0,,
corrupted,,,,,1.0,,1.0,,,1.0,,
code-specific,,,,,1.0,,,,,,,
parallelisation,,,,,1.0,,,,,,,
noisy-or,,,,,1.0,,,,1.0,,,
inter-subject,,,,,1.0,,,,,,,
sensitivity,,,,,1.0,,,,,1.0,,1.0
hmms,,,,,1.0,,1.0,,,1.0,1.0,1.0
combinations,,,,,1.0,,,,,,,1.0
leaves,,,,,1.0,,,1.0,,,,
transport,,,,,1.0,,,1.0,1.0,,1.0,2.0
white,,,,,1.0,,,,,,,
l_1-penalized,,,,,1.0,,,,,,,
fmri-based,,,,,1.0,,,,,,,
contextual,,,,,1.0,1.0,2.0,,,1.0,1.0,4.0
auc,,,,,1.0,,,,,1.0,,1.0
interpret,,,,,1.0,,,,,,,
